210250| 4.72e+02  1.99e-05  5.34e+02 -8.92e+08  5.27e-05  3.98e+03 
210500| 4.72e+02  1.99e-05  5.41e+02 -8.92e+08  5.27e-05  3.99e+03 
210750| 2.69e+07  1.42e+03  2.10e+04 -8.13e+08  5.27e-05  3.99e+03 
211000| 4.72e+02  2.00e-05  5.32e+02 -8.92e+08  5.27e-05  4.00e+03 
211250| 4.71e+02  2.02e-05  5.31e+02 -8.91e+08  5.27e-05  4.00e+03 
211500| 4.71e+02  2.00e-05  5.28e+02 -8.91e+08  5.27e-05  4.00e+03 
211750| 4.71e+02  2.00e-05  5.34e+02 -8.91e+08  5.27e-05  4.01e+03 
212000| 4.71e+02  1.98e-05  5.38e+02 -8.91e+08  5.27e-05  4.01e+03 
212250| 4.71e+02  2.00e-05  5.27e+02 -8.91e+08  5.27e-05  4.02e+03 
212500| 4.70e+02  2.01e-05  5.27e+02 -8.91e+08  5.27e-05  4.02e+03 
212750| 4.70e+02  1.99e-05  5.21e+02 -8.90e+08  5.27e-05  4.02e+03 
213000| 4.70e+02  1.98e-05  5.35e+02 -8.90e+08  5.27e-05  4.03e+03 
213250| 4.70e+02  1.97e-05  5.20e+02 -8.90e+08  5.27e-05  4.03e+03 
213500| 1.54e+04  1.14e+00  1.08e+04 -9.00e+08  5.27e-05  4.03e+03 
213750| 4.69e+02  1.96e-05  5.27e+02 -8.90e+08  5.27e-05  4.04e+03 
214000| 4.69e+02  1.98e-05  5.31e+02 -8.89e+08  5.27e-05  4.04e+03 
214250| 4.69e+02  1.98e-05  5.27e+02 -8.89e+08  5.27e-05  4.05e+03 
214500| 4.68e+02  1.94e-05  5.09e+02 -8.89e+08  5.27e-05  4.05e+03 
214750| 4.68e+02  1.93e-05  5.11e+02 -8.89e+08  5.27e-05  4.05e+03 
215000| 4.68e+02  1.97e-05  5.05e+02 -8.89e+08  5.27e-05  4.06e+03 
215250| 4.68e+02  1.94e-05  5.14e+02 -8.88e+08  5.27e-05  4.06e+03 
215500| 4.68e+02  1.91e-05  5.19e+02 -8.88e+08  5.27e-05  4.07e+03 
215750| 4.67e+02  1.97e-05  5.15e+02 -8.88e+08  5.27e-05  4.07e+03 
216000| 4.67e+02  1.94e-05  5.16e+02 -8.88e+08  5.27e-05  4.07e+03 
216250| 7.17e+07  3.78e+03  1.20e+04 -7.25e+08  5.27e-05  4.08e+03 
216500| 4.67e+02  1.92e-05  5.15e+02 -8.88e+08  5.27e-05  4.08e+03 
216750| 4.66e+02  1.94e-05  5.25e+02 -8.87e+08  5.27e-05  4.09e+03 
217000| 4.66e+02  1.89e-05  5.12e+02 -8.87e+08  5.27e-05  4.09e+03 
217250| 4.66e+02  1.92e-05  5.07e+02 -8.87e+08  5.27e-05  4.09e+03 
217500| 4.66e+02  1.92e-05  5.17e+02 -8.87e+08  5.27e-05  4.10e+03 
217750| 4.66e+02  1.92e-05  5.09e+02 -8.87e+08  5.27e-05  4.10e+03 
218000| 4.65e+02  1.93e-05  5.26e+02 -8.86e+08  5.27e-05  4.10e+03 
218250| 4.65e+02  1.92e-05  5.07e+02 -8.86e+08  5.27e-05  4.11e+03 
218500| 4.65e+02  1.92e-05  5.17e+02 -8.86e+08  5.27e-05  4.11e+03 
218750| 4.65e+02  1.90e-05  4.97e+02 -8.86e+08  5.27e-05  4.12e+03 
219000| 5.41e+06  2.85e+02  2.64e+03 -8.54e+08  5.27e-05  4.12e+03 
219250| 4.64e+02  1.87e-05  5.03e+02 -8.86e+08  5.27e-05  4.12e+03 
219500| 4.64e+02  1.91e-05  5.03e+02 -8.85e+08  5.27e-05  4.13e+03 
219750| 4.64e+02  1.90e-05  5.15e+02 -8.85e+08  5.27e-05  4.13e+03 
220000| 4.64e+02  1.89e-05  4.89e+02 -8.85e+08  5.27e-05  4.14e+03 
220250| 4.63e+02  1.88e-05  4.86e+02 -8.85e+08  5.27e-05  4.14e+03 
220500| 4.63e+02  1.90e-05  5.14e+02 -8.85e+08  5.27e-05  4.14e+03 
220750| 4.63e+02  1.89e-05  4.99e+02 -8.84e+08  5.27e-05  4.15e+03 
221000| 4.63e+02  1.85e-05  5.02e+02 -8.84e+08  5.27e-05  4.15e+03 
221250| 4.62e+02  1.87e-05  5.09e+02 -8.84e+08  5.27e-05  4.16e+03 
221500| 4.62e+02  1.88e-05  4.90e+02 -8.84e+08  5.27e-05  4.16e+03 
221750| 3.91e+07  2.06e+03  1.69e+04 -7.76e+08  5.27e-05  4.16e+03 
222000| 4.62e+02  1.88e-05  4.83e+02 -8.84e+08  5.27e-05  4.17e+03 
222250| 4.61e+02  1.88e-05  4.90e+02 -8.83e+08  5.27e-05  4.17e+03 
222500| 4.61e+02  1.88e-05  4.92e+02 -8.83e+08  5.27e-05  4.17e+03 
222750| 4.61e+02  1.86e-05  4.92e+02 -8.83e+08  5.27e-05  4.18e+03 
223000| 4.61e+02  1.84e-05  4.85e+02 -8.83e+08  5.27e-05  4.18e+03 
223250| 4.61e+02  1.86e-05  4.84e+02 -8.83e+08  5.27e-05  4.19e+03 
223500| 4.60e+02  1.86e-05  5.01e+02 -8.82e+08  5.27e-05  4.19e+03 
223750| 4.60e+02  1.87e-05  5.02e+02 -8.82e+08  5.27e-05  4.19e+03 
224000| 4.60e+02  1.87e-05  4.93e+02 -8.82e+08  5.27e-05  4.20e+03 
224250| 4.60e+02  1.88e-05  4.79e+02 -8.82e+08  5.27e-05  4.20e+03 
224500| 2.48e+07  1.30e+03  2.00e+03 -8.00e+08  5.27e-05  4.21e+03 
224750| 4.59e+02  1.84e-05  4.79e+02 -8.82e+08  5.27e-05  4.21e+03 
225000| 4.59e+02  1.82e-05  4.87e+02 -8.81e+08  5.27e-05  4.21e+03 
225250| 4.59e+02  1.84e-05  4.86e+02 -8.81e+08  5.27e-05  4.22e+03 
225500| 4.59e+02  1.84e-05  4.78e+02 -8.81e+08  5.27e-05  4.22e+03 
225750| 4.58e+02  1.83e-05  4.79e+02 -8.81e+08  5.27e-05  4.22e+03 
226000| 4.58e+02  1.83e-05  4.77e+02 -8.81e+08  5.27e-05  4.23e+03 
226250| 4.58e+02  1.86e-05  4.72e+02 -8.80e+08  5.27e-05  4.23e+03 
226500| 4.58e+02  1.83e-05  4.81e+02 -8.80e+08  5.27e-05  4.24e+03 
226750| 4.58e+02  1.83e-05  4.95e+02 -8.80e+08  5.27e-05  4.24e+03 
227000| 4.57e+02  1.78e-05  4.69e+02 -8.80e+08  5.27e-05  4.24e+03 
227250| 2.08e+07  1.55e+03  2.25e+03 -1.08e+09  5.27e-05  4.25e+03 
227500| 4.57e+02  1.79e-05  4.73e+02 -8.80e+08  5.27e-05  4.25e+03 
227750| 4.57e+02  1.81e-05  4.79e+02 -8.79e+08  5.27e-05  4.26e+03 
228000| 4.56e+02  1.81e-05  4.86e+02 -8.79e+08  5.27e-05  4.26e+03 
228250| 4.56e+02  1.82e-05  4.62e+02 -8.79e+08  5.27e-05  4.26e+03 
228500| 4.56e+02  1.79e-05  4.69e+02 -8.79e+08  5.27e-05  4.27e+03 
228750| 4.56e+02  1.79e-05  4.76e+02 -8.79e+08  5.27e-05  4.27e+03 
229000| 4.56e+02  1.78e-05  4.68e+02 -8.79e+08  5.27e-05  4.28e+03 
229250| 4.55e+02  1.80e-05  4.86e+02 -8.78e+08  5.27e-05  4.28e+03 
229500| 4.55e+02  1.81e-05  4.61e+02 -8.78e+08  5.27e-05  4.28e+03 
229750| 4.55e+02  1.79e-05  4.76e+02 -8.78e+08  5.27e-05  4.29e+03 
230000| 3.00e+06  1.58e+02  8.35e+02 -8.50e+08  5.27e-05  4.29e+03 
230250| 4.55e+02  1.78e-05  4.73e+02 -8.78e+08  5.27e-05  4.29e+03 
230500| 4.54e+02  1.78e-05  4.61e+02 -8.77e+08  5.27e-05  4.30e+03 
230750| 4.54e+02  1.75e-05  4.59e+02 -8.77e+08  5.27e-05  4.30e+03 
231000| 4.54e+02  1.78e-05  4.82e+02 -8.77e+08  5.27e-05  4.31e+03 
231250| 4.54e+02  1.76e-05  4.71e+02 -8.77e+08  5.27e-05  4.31e+03 
231500| 4.53e+02  1.80e-05  4.75e+02 -8.77e+08  5.27e-05  4.31e+03 
231750| 4.53e+02  1.77e-05  4.61e+02 -8.77e+08  5.27e-05  4.32e+03 
232000| 4.53e+02  1.76e-05  4.62e+02 -8.76e+08  5.27e-05  4.32e+03 
232250| 4.53e+02  1.77e-05  4.57e+02 -8.76e+08  5.27e-05  4.33e+03 
232500| 4.53e+02  1.74e-05  4.59e+02 -8.76e+08  5.27e-05  4.33e+03 
232750| 7.63e+06  4.19e+02  2.84e+04 -8.30e+08  5.27e-05  4.33e+03 
233000| 4.52e+02  1.72e-05  4.52e+02 -8.76e+08  5.27e-05  4.34e+03 
233250| 4.52e+02  1.74e-05  4.38e+02 -8.76e+08  5.27e-05  4.34e+03 
233500| 4.52e+02  1.73e-05  4.55e+02 -8.75e+08  5.27e-05  4.34e+03 
233750| 4.52e+02  1.73e-05  4.51e+02 -8.75e+08  5.27e-05  4.35e+03 
234000| 4.51e+02  1.73e-05  4.56e+02 -8.75e+08  5.27e-05  4.35e+03 
234250| 4.51e+02  1.70e-05  4.60e+02 -8.75e+08  5.27e-05  4.36e+03 
234500| 4.51e+02  1.75e-05  4.56e+02 -8.75e+08  5.27e-05  4.36e+03 
234750| 4.51e+02  1.72e-05  4.38e+02 -8.75e+08  5.27e-05  4.36e+03 
235000| 4.51e+02  1.73e-05  4.50e+02 -8.74e+08  5.27e-05  4.37e+03 
235250| 4.50e+02  1.70e-05  4.48e+02 -8.74e+08  5.27e-05  4.37e+03 
235500| 2.38e+07  1.77e+03  4.24e+03 -1.09e+09  5.27e-05  4.37e+03 
235750| 4.50e+02  1.72e-05  4.49e+02 -8.74e+08  5.27e-05  4.38e+03 
236000| 4.50e+02  1.73e-05  4.55e+02 -8.74e+08  5.27e-05  4.38e+03 
236250| 4.49e+02  1.70e-05  4.27e+02 -8.74e+08  5.27e-05  4.39e+03 
236500| 4.49e+02  1.73e-05  4.48e+02 -8.73e+08  5.27e-05  4.39e+03 
236750| 4.49e+02  1.69e-05  4.43e+02 -8.73e+08  5.27e-05  4.39e+03 
237000| 4.49e+02  1.75e-05  4.57e+02 -8.73e+08  5.27e-05  4.40e+03 
237250| 4.49e+02  1.72e-05  4.52e+02 -8.73e+08  5.27e-05  4.40e+03 
237500| 4.48e+02  1.73e-05  4.35e+02 -8.73e+08  5.27e-05  4.41e+03 
237750| 4.48e+02  1.67e-05  4.31e+02 -8.72e+08  5.27e-05  4.41e+03 
238000| 4.48e+02  1.70e-05  4.46e+02 -8.72e+08  5.27e-05  4.41e+03 
238250| 8.26e+06  6.15e+02  1.26e+04 -9.98e+08  5.27e-05  4.42e+03 
238500| 4.48e+02  1.70e-05  4.46e+02 -8.72e+08  5.27e-05  4.42e+03 
238750| 4.47e+02  1.71e-05  4.37e+02 -8.72e+08  5.27e-05  4.42e+03 
239000| 4.47e+02  1.67e-05  4.41e+02 -8.72e+08  5.27e-05  4.43e+03 
239250| 4.47e+02  1.68e-05  4.37e+02 -8.71e+08  5.27e-05  4.43e+03 
239500| 4.47e+02  1.67e-05  4.28e+02 -8.71e+08  5.27e-05  4.44e+03 
239750| 4.47e+02  1.70e-05  4.26e+02 -8.71e+08  5.27e-05  4.44e+03 
240000| 4.46e+02  1.64e-05  4.27e+02 -8.71e+08  5.27e-05  4.44e+03 
240250| 4.46e+02  1.68e-05  4.47e+02 -8.71e+08  5.27e-05  4.45e+03 
240500| 4.46e+02  1.66e-05  4.34e+02 -8.71e+08  5.27e-05  4.45e+03 
240750| 4.46e+02  1.66e-05  4.26e+02 -8.70e+08  5.27e-05  4.46e+03 
241000| 5.12e+02  3.39e-02  3.88e+03 -8.69e+08  5.27e-05  4.46e+03 
241250| 4.45e+02  1.65e-05  4.20e+02 -8.70e+08  5.27e-05  4.46e+03 
241500| 4.45e+02  1.66e-05  4.42e+02 -8.70e+08  5.27e-05  4.47e+03 
241750| 4.45e+02  1.65e-05  4.30e+02 -8.70e+08  5.27e-05  4.47e+03 
242000| 4.45e+02  1.66e-05  4.33e+02 -8.70e+08  5.27e-05  4.47e+03 
242250| 4.45e+02  1.66e-05  4.18e+02 -8.69e+08  5.27e-05  4.48e+03 
242500| 4.44e+02  1.66e-05  4.38e+02 -8.69e+08  5.27e-05  4.48e+03 
242750| 4.44e+02  1.69e-05  4.31e+02 -8.69e+08  5.27e-05  4.49e+03 
243000| 4.44e+02  1.65e-05  4.27e+02 -8.69e+08  5.27e-05  4.49e+03 
243250| 4.44e+02  1.64e-05  4.33e+02 -8.69e+08  5.27e-05  4.49e+03 
243500| 4.44e+02  1.65e-05  4.13e+02 -8.69e+08  5.27e-05  4.50e+03 
243750| 2.11e+08  1.20e+04  9.79e+04 -5.32e+08  5.27e-05  4.50e+03 
244000| 4.43e+02  1.64e-05  4.24e+02 -8.68e+08  5.27e-05  4.51e+03 
244250| 4.43e+02  1.66e-05  4.15e+02 -8.68e+08  5.27e-05  4.51e+03 
244500| 4.43e+02  1.65e-05  4.18e+02 -8.68e+08  5.27e-05  4.51e+03 
244750| 4.43e+02  1.64e-05  4.21e+02 -8.68e+08  5.27e-05  4.52e+03 
245000| 4.42e+02  1.63e-05  4.02e+02 -8.68e+08  5.27e-05  4.52e+03 
245250| 4.42e+02  1.66e-05  4.26e+02 -8.68e+08  5.27e-05  4.52e+03 
245500| 4.42e+02  1.63e-05  4.12e+02 -8.67e+08  5.27e-05  4.53e+03 
245750| 4.42e+02  1.63e-05  4.25e+02 -8.67e+08  5.27e-05  4.53e+03 
246000| 4.42e+02  1.61e-05  4.00e+02 -8.67e+08  5.27e-05  4.54e+03 
246250| 4.41e+02  1.62e-05  4.16e+02 -8.67e+08  5.27e-05  4.54e+03 
246500| 5.53e+05  3.72e+01  8.96e+03 -9.01e+08  5.27e-05  4.54e+03 
246750| 4.41e+02  1.61e-05  4.15e+02 -8.67e+08  5.27e-05  4.55e+03 
247000| 4.41e+02  1.62e-05  4.18e+02 -8.66e+08  5.27e-05  4.55e+03 
247250| 4.41e+02  1.58e-05  4.09e+02 -8.66e+08  5.27e-05  4.56e+03 
247500| 4.40e+02  1.60e-05  3.99e+02 -8.66e+08  5.27e-05  4.56e+03 
247750| 4.40e+02  1.61e-05  4.13e+02 -8.66e+08  5.27e-05  4.56e+03 
248000| 4.40e+02  1.61e-05  4.15e+02 -8.66e+08  5.27e-05  4.57e+03 
248250| 4.40e+02  1.61e-05  4.00e+02 -8.66e+08  5.27e-05  4.57e+03 
248500| 4.39e+02  1.60e-05  4.29e+02 -8.65e+08  5.27e-05  4.57e+03 
248750| 4.39e+02  1.59e-05  3.99e+02 -8.65e+08  5.27e-05  4.58e+03 
249000| 4.39e+02  1.58e-05  4.00e+02 -8.65e+08  5.27e-05  4.58e+03 
249250| 7.60e+07  4.48e+03  2.70e+04 -7.10e+08  5.27e-05  4.59e+03 
249500| 4.39e+02  1.60e-05  4.17e+02 -8.65e+08  5.27e-05  4.59e+03 
249750| 4.38e+02  1.59e-05  4.08e+02 -8.65e+08  5.27e-05  4.59e+03 
250000| 4.38e+02  1.60e-05  4.04e+02 -8.64e+08  5.27e-05  4.60e+03 
250250| 4.38e+02  1.59e-05  3.97e+02 -8.64e+08  5.27e-05  4.60e+03 
250500| 4.38e+02  1.59e-05  4.03e+02 -8.64e+08  5.27e-05  4.61e+03 
250750| 4.38e+02  1.56e-05  3.87e+02 -8.64e+08  5.27e-05  4.61e+03 
251000| 4.37e+02  1.60e-05  4.10e+02 -8.64e+08  5.27e-05  4.61e+03 
251250| 4.37e+02  1.58e-05  4.05e+02 -8.64e+08  5.27e-05  4.62e+03 
251500| 4.37e+02  1.55e-05  3.82e+02 -8.64e+08  5.27e-05  4.62e+03 
251750| 4.37e+02  1.57e-05  4.04e+02 -8.63e+08  5.27e-05  4.62e+03 
252000| 9.02e+06  5.00e+02  2.22e+04 -9.76e+08  5.27e-05  4.63e+03 
252250| 4.36e+02  1.54e-05  3.90e+02 -8.63e+08  5.27e-05  4.63e+03 
252500| 4.36e+02  1.56e-05  3.86e+02 -8.63e+08  5.27e-05  4.64e+03 
252750| 4.36e+02  1.56e-05  3.93e+02 -8.63e+08  5.27e-05  4.64e+03 
253000| 4.36e+02  1.58e-05  4.09e+02 -8.63e+08  5.27e-05  4.64e+03 
253250| 4.36e+02  1.58e-05  3.87e+02 -8.62e+08  5.27e-05  4.65e+03 
253500| 4.35e+02  1.57e-05  3.90e+02 -8.62e+08  5.27e-05  4.65e+03 
253750| 4.35e+02  1.53e-05  3.92e+02 -8.62e+08  5.27e-05  4.66e+03 
254000| 4.35e+02  1.53e-05  3.76e+02 -8.62e+08  5.27e-05  4.66e+03 
254250| 4.35e+02  1.55e-05  3.88e+02 -8.62e+08  5.27e-05  4.66e+03 
254500| 4.35e+02  1.52e-05  3.75e+02 -8.62e+08  5.27e-05  4.67e+03 
254750| 8.19e+06  5.78e+02  7.56e+03 -8.20e+08  5.27e-05  4.67e+03 
255000| 4.34e+02  1.56e-05  3.91e+02 -8.61e+08  5.27e-05  4.67e+03 
255250| 4.34e+02  1.56e-05  3.99e+02 -8.61e+08  5.27e-05  4.68e+03 
255500| 4.34e+02  1.52e-05  3.97e+02 -8.61e+08  5.27e-05  4.68e+03 
255750| 4.34e+02  1.53e-05  3.85e+02 -8.61e+08  5.27e-05  4.69e+03 
256000| 4.33e+02  1.54e-05  4.00e+02 -8.61e+08  5.27e-05  4.69e+03 
256250| 4.33e+02  1.52e-05  3.86e+02 -8.61e+08  5.27e-05  4.69e+03 
256500| 4.33e+02  1.52e-05  3.90e+02 -8.60e+08  5.27e-05  4.70e+03 
256750| 4.33e+02  1.52e-05  3.82e+02 -8.60e+08  5.27e-05  4.70e+03 
257000| 4.33e+02  1.52e-05  3.81e+02 -8.60e+08  5.27e-05  4.71e+03 
257250| 4.32e+02  1.53e-05  3.83e+02 -8.60e+08  5.27e-05  4.71e+03 
257500| 2.22e+06  1.17e+02  1.20e+04 -9.14e+08  5.27e-05  4.71e+03 
257750| 4.32e+02  1.54e-05  3.73e+02 -8.60e+08  5.27e-05  4.72e+03 
258000| 4.32e+02  1.53e-05  3.86e+02 -8.59e+08  5.27e-05  4.72e+03 
258250| 4.32e+02  1.49e-05  3.66e+02 -8.59e+08  5.27e-05  4.72e+03 
258500| 4.32e+02  1.51e-05  3.78e+02 -8.59e+08  5.27e-05  4.73e+03 
258750| 4.31e+02  1.52e-05  3.87e+02 -8.59e+08  5.27e-05  4.73e+03 
259000| 4.31e+02  1.48e-05  3.77e+02 -8.59e+08  5.27e-05  4.74e+03 
259250| 4.31e+02  1.48e-05  3.80e+02 -8.59e+08  5.27e-05  4.74e+03 
259500| 4.31e+02  1.48e-05  3.67e+02 -8.59e+08  5.27e-05  4.74e+03 
259750| 4.31e+02  1.50e-05  3.77e+02 -8.58e+08  5.27e-05  4.75e+03 
260000| 4.30e+02  1.50e-05  3.61e+02 -8.58e+08  5.27e-05  4.75e+03 
260250| 1.11e+03  7.41e-02  6.96e+03 -8.60e+08  5.27e-05  4.76e+03 
260500| 4.30e+02  1.47e-05  3.64e+02 -8.58e+08  5.27e-05  4.76e+03 
260750| 4.30e+02  1.47e-05  3.57e+02 -8.58e+08  5.27e-05  4.76e+03 
261000| 4.30e+02  1.49e-05  3.65e+02 -8.58e+08  5.27e-05  4.77e+03 
261250| 4.29e+02  1.50e-05  3.80e+02 -8.58e+08  5.27e-05  4.77e+03 
261500| 4.29e+02  1.52e-05  3.56e+02 -8.57e+08  5.27e-05  4.77e+03 
261750| 4.29e+02  1.51e-05  3.59e+02 -8.57e+08  5.27e-05  4.78e+03 
262000| 4.29e+02  1.52e-05  3.56e+02 -8.57e+08  5.27e-05  4.78e+03 
262250| 4.29e+02  1.52e-05  3.51e+02 -8.57e+08  5.27e-05  4.79e+03 
262500| 4.29e+02  1.55e-05  3.70e+02 -8.57e+08  5.27e-05  4.79e+03 
262750| 4.28e+02  1.51e-05  3.53e+02 -8.57e+08  5.27e-05  4.79e+03 
263000| 3.11e+06  2.25e+02  4.96e+04 -9.11e+08  5.27e-05  4.80e+03 
263250| 4.28e+02  1.55e-05  3.54e+02 -8.56e+08  5.27e-05  4.80e+03 
263500| 4.28e+02  1.55e-05  3.68e+02 -8.56e+08  5.27e-05  4.81e+03 
263750| 4.27e+02  1.53e-05  3.52e+02 -8.56e+08  5.27e-05  4.81e+03 
264000| 4.27e+02  1.54e-05  3.57e+02 -8.56e+08  5.27e-05  4.81e+03 
264250| 4.27e+02  1.56e-05  3.61e+02 -8.56e+08  5.27e-05  4.82e+03 
264500| 4.27e+02  1.55e-05  3.38e+02 -8.56e+08  5.27e-05  4.82e+03 
264750| 4.27e+02  1.51e-05  3.48e+02 -8.55e+08  5.27e-05  4.82e+03 
265000| 4.26e+02  1.51e-05  3.55e+02 -8.55e+08  5.27e-05  4.83e+03 
265250| 4.26e+02  1.51e-05  3.40e+02 -8.55e+08  5.27e-05  4.83e+03 
265500| 4.26e+02  1.53e-05  3.61e+02 -8.55e+08  5.27e-05  4.84e+03 
265750| 1.17e+03  8.54e-02  8.78e+03 -8.53e+08  5.27e-05  4.84e+03 
266000| 4.25e+02  1.48e-05  3.53e+02 -8.55e+08  5.27e-05  4.84e+03 
266250| 4.25e+02  1.49e-05  3.44e+02 -8.55e+08  5.27e-05  4.85e+03 
266500| 4.25e+02  1.47e-05  3.56e+02 -8.54e+08  5.27e-05  4.85e+03 
266750| 4.25e+02  1.50e-05  3.53e+02 -8.54e+08  5.27e-05  4.86e+03 
267000| 4.25e+02  1.46e-05  3.53e+02 -8.54e+08  5.27e-05  4.86e+03 
267250| 4.24e+02  1.47e-05  3.53e+02 -8.54e+08  5.27e-05  4.86e+03 
267500| 4.24e+02  1.43e-05  3.47e+02 -8.54e+08  5.27e-05  4.87e+03 
267750| 4.24e+02  1.46e-05  3.44e+02 -8.54e+08  5.27e-05  4.87e+03 
268000| 4.24e+02  1.43e-05  3.46e+02 -8.54e+08  5.27e-05  4.87e+03 
268250| 4.23e+02  1.42e-05  3.42e+02 -8.53e+08  5.27e-05  4.88e+03 
268500| 9.41e+02  5.07e-02  4.21e+03 -8.56e+08  5.27e-05  4.88e+03 
268750| 4.23e+02  1.38e-05  3.43e+02 -8.53e+08  5.27e-05  4.89e+03 
269000| 4.23e+02  1.38e-05  3.37e+02 -8.53e+08  5.27e-05  4.89e+03 
269250| 4.23e+02  1.41e-05  3.40e+02 -8.53e+08  5.27e-05  4.89e+03 
269500| 4.22e+02  1.39e-05  3.37e+02 -8.53e+08  5.27e-05  4.90e+03 
269750| 4.22e+02  1.40e-05  3.39e+02 -8.53e+08  5.27e-05  4.90e+03 
270000| 4.22e+02  1.38e-05  3.51e+02 -8.52e+08  5.27e-05  4.91e+03 
270250| 4.22e+02  1.35e-05  3.40e+02 -8.52e+08  5.27e-05  4.91e+03 
270500| 4.22e+02  1.34e-05  3.23e+02 -8.52e+08  5.27e-05  4.91e+03 
270750| 4.21e+02  1.39e-05  3.40e+02 -8.52e+08  5.27e-05  4.92e+03 
271000| 4.21e+02  1.38e-05  3.34e+02 -8.52e+08  5.27e-05  4.92e+03 
271250| 2.20e+03  1.38e-01  1.46e+02 -8.49e+08  5.27e-05  4.92e+03 
271500| 4.21e+02  1.35e-05  3.37e+02 -8.52e+08  5.27e-05  4.93e+03 
271750| 4.21e+02  1.37e-05  3.32e+02 -8.51e+08  5.27e-05  4.93e+03 
272000| 4.21e+02  1.36e-05  3.43e+02 -8.51e+08  5.27e-05  4.94e+03 
272250| 4.20e+02  1.37e-05  3.49e+02 -8.51e+08  5.27e-05  4.94e+03 
272500| 4.20e+02  1.36e-05  3.24e+02 -8.51e+08  5.27e-05  4.94e+03 
272750| 4.20e+02  1.35e-05  3.18e+02 -8.51e+08  5.27e-05  4.95e+03 
273000| 4.20e+02  1.35e-05  3.41e+02 -8.51e+08  5.27e-05  4.95e+03 
273250| 4.20e+02  1.33e-05  3.40e+02 -8.51e+08  5.27e-05  4.95e+03 
273500| 4.19e+02  1.35e-05  3.28e+02 -8.50e+08  5.27e-05  4.96e+03 
273750| 4.19e+02  1.34e-05  3.28e+02 -8.50e+08  5.27e-05  4.96e+03 
274000| 1.18e+07  7.40e+02  1.08e+04 -7.79e+08  5.27e-05  4.97e+03 
274250| 4.19e+02  1.33e-05  3.33e+02 -8.50e+08  5.27e-05  4.97e+03 
274500| 4.19e+02  1.36e-05  3.31e+02 -8.50e+08  5.27e-05  4.97e+03 
274750| 4.18e+02  1.33e-05  3.17e+02 -8.50e+08  5.27e-05  4.98e+03 
275000| 4.18e+02  1.34e-05  3.25e+02 -8.50e+08  5.27e-05  4.98e+03 
275250| 4.18e+02  1.33e-05  3.23e+02 -8.49e+08  5.27e-05  4.99e+03 
275500| 4.18e+02  1.34e-05  3.28e+02 -8.49e+08  5.27e-05  4.99e+03 
275750| 4.18e+02  1.32e-05  3.23e+02 -8.49e+08  5.27e-05  4.99e+03 
276000| 4.18e+02  1.34e-05  3.25e+02 -8.49e+08  5.27e-05  5.00e+03 
276250| 4.17e+02  1.32e-05  3.22e+02 -8.49e+08  5.27e-05  5.00e+03 
276500| 4.17e+02  1.32e-05  3.14e+02 -8.49e+08  5.27e-05  5.00e+03 
276750| 3.84e+07  2.19e+03  1.52e+04 -7.10e+08  5.27e-05  5.01e+03 
277000| 4.17e+02  1.29e-05  3.13e+02 -8.48e+08  5.27e-05  5.01e+03 
277250| 4.17e+02  1.31e-05  3.10e+02 -8.48e+08  5.27e-05  5.02e+03 
277500| 4.16e+02  1.30e-05  3.27e+02 -8.48e+08  5.27e-05  5.02e+03 
277750| 4.16e+02  1.31e-05  3.11e+02 -8.48e+08  5.27e-05  5.02e+03 
278000| 4.16e+02  1.29e-05  3.16e+02 -8.48e+08  5.27e-05  5.03e+03 
278250| 4.16e+02  1.29e-05  3.13e+02 -8.48e+08  5.27e-05  5.03e+03 
278500| 4.16e+02  1.31e-05  3.18e+02 -8.48e+08  5.27e-05  5.04e+03 
278750| 4.16e+02  1.31e-05  3.17e+02 -8.47e+08  5.27e-05  5.04e+03 
279000| 4.15e+02  1.31e-05  3.25e+02 -8.47e+08  5.27e-05  5.04e+03 
279250| 4.15e+02  1.28e-05  3.18e+02 -8.47e+08  5.27e-05  5.05e+03 
279500| 7.94e+06  4.59e+02  2.96e+04 -9.44e+08  5.27e-05  5.05e+03 
279750| 4.15e+02  1.30e-05  3.17e+02 -8.47e+08  5.27e-05  5.05e+03 
280000| 4.15e+02  1.28e-05  3.13e+02 -8.47e+08  5.27e-05  5.06e+03 
280250| 4.15e+02  1.28e-05  3.07e+02 -8.47e+08  5.27e-05  5.06e+03 
280500| 4.14e+02  1.26e-05  3.09e+02 -8.46e+08  5.27e-05  5.07e+03 
280750| 4.14e+02  1.30e-05  3.19e+02 -8.46e+08  5.27e-05  5.07e+03 
281000| 4.14e+02  1.27e-05  3.06e+02 -8.46e+08  5.27e-05  5.07e+03 
281250| 4.14e+02  1.29e-05  3.16e+02 -8.46e+08  5.27e-05  5.08e+03 
281500| 4.14e+02  1.29e-05  3.16e+02 -8.46e+08  5.27e-05  5.08e+03 
281750| 4.13e+02  1.28e-05  3.21e+02 -8.46e+08  5.27e-05  5.09e+03 
282000| 4.13e+02  1.23e-05  2.97e+02 -8.46e+08  5.27e-05  5.09e+03 
282250| 5.54e+06  3.24e+02  1.62e+03 -7.96e+08  5.27e-05  5.09e+03 
282500| 4.13e+02  1.24e-05  3.11e+02 -8.45e+08  5.27e-05  5.10e+03 
282750| 4.13e+02  1.27e-05  3.08e+02 -8.45e+08  5.27e-05  5.10e+03 
